Naam,Prijs,Aanbieding,Eiwit per 100g,Koolhydraten per 100g,Vetten per 100g,Calorieën,Link,Verzameld op
Raw Organic Food Proteïne Cacao Poeder 125 g,"€4,59",JA,60 g,5.2 g,9.4 g,1561 kJ/ 373 kcal,https://www.jumbo.com/producten/raw-organic-food-proteine-cacao-poeder-125-g-623870POT,2025-12-09 16:05:20
Raw Organic Food Hennep Proteïne Poeder 100 g,"€4,79",JA,49 g,4.2 g,11 g,1516 kJ/ 363 kcal,https://www.jumbo.com/producten/raw-organic-food-hennep-proteine-poeder-100-g-653322POT,2025-12-09 16:05:23
NXT Level Sports Nutrition Clear whey Iced Tea peach 300g,"€22,99",JA,83.8 g,3.5 g,0.5 g,1503.0 kJ,https://www.jumbo.com/producten/nxt-level-sports-nutrition-clear-whey-iced-tea-peach-300g-666184POT,2025-12-09 16:05:25
NXT Level Sports Nutrition Clear whey Tropical 300g,"€22,99",JA,84.7 g,2.2 g,0.5 g,1495.0 kJ,https://www.jumbo.com/producten/nxt-level-sports-nutrition-clear-whey-tropical-300g-666185POT,2025-12-09 16:05:28
FULFIL Peanut & Caramel Proteïnebar 55 gr,"€2,96",JA,,,,,https://www.jumbo.com/producten/fulfil-peanut-caramel-proteinebar-55-gr-622542PAK,2025-12-09 16:05:31
Upfront Eiwitreep Cripsy Vanille Kaneel 50g,"€2,49",JA,29.0 g,42.0 g,7.9 g,1544.0 kJ,https://www.jumbo.com/producten/upfront-eiwitreep-cripsy-vanille-kaneel-50g-708588PAK,2025-12-09 16:05:33
Upfront Eiwitreep Cripsy Witte Choco Framboos 50g,"€2,49",JA,29.0 g,41.0 g,10.0 g,1608.0 kJ,https://www.jumbo.com/producten/upfront-eiwitreep-cripsy-witte-choco-framboos-50g-708603PAK,2025-12-09 16:05:36
Upfront Eiwitreep Choco Zeezout 60g,"€2,69",JA,24.0 g,37.0 g,18.0 g,1774.0 kJ,https://www.jumbo.com/producten/upfront-eiwitreep-choco-zeezout-60g-708601PAK,2025-12-09 16:05:38
FULFIL Salted Caramel Proteïnebar 55 gr,"€2,96",JA,,,,,https://www.jumbo.com/producten/fulfil-salted-caramel-proteinebar-55-gr-237612STK,2025-12-09 16:05:41
LIGA Proteinereep Cranberry Noot Hazelnoot 160g,"€3,59",JA,14.00 g,55.00 g,19.00 g,1855 kJ,https://www.jumbo.com/producten/liga-proteinereep-cranberry-noot-hazelnoot-160g-446635DS,2025-12-09 16:05:43
XXL Nutrition Proteine Bar Stracciatella 60g,"€2,49",JA,37.0 g,27.0 g,11.0 g,1614.0 kJ,https://www.jumbo.com/producten/xxl-nutrition-proteine-bar-stracciatella-60g-711671RP,2025-12-09 16:05:46
Upfront Eiwitreep Cookie Dough 60g,"€2,69",JA,25.0 g,36.0 g,18.0 g,1780.0 kJ,https://www.jumbo.com/producten/upfront-eiwitreep-cookie-dough-60g-708621PAK,2025-12-09 16:05:48
XXL Nutrition Blast! Fruit Punch Flavor Pre-Workout 300 g,"€29,69",JA,30 g,"32,2 g",0 g,"1051,9 kJ (249,1 kcal)",https://www.jumbo.com/producten/xxl-nutrition-blast-fruit-punch-flavor-pre-workout-300-g-586788POT,2025-12-09 16:05:51
Kellogg's Special K High Protein 21% Cocoa Hazelnut Flavour 320 g,"€3,95",JA,,,,,https://www.jumbo.com/producten/kellogg-s-special-k-high-protein-21-cocoa-hazelnut-flavour-320-g-699951DS,2025-12-09 16:05:53
Zuivelhoeve XXL Nutrition Fit Quark Strawberry Protein Quark 205 g,"€1,99",JA,12 g,3.3 g,0.4 g,283 kJ / 67 kcal,https://www.jumbo.com/producten/zuivelhoeve-xxl-nutrition-fit-quark-strawberry-protein-quark-205-g-685838ZK,2025-12-09 16:05:56
Melkunie Protein Strawberry Flavoured Quark 200 g,"€1,59",JA,10 g,6.6 g,0.2 g,305 kJ 72 kcal,https://www.jumbo.com/producten/melkunie-protein-strawberry-flavoured-quark-200-g-590777CUP,2025-12-09 16:05:58
Chocomel Protein 300 ml,"€1,89",JA,,,,,https://www.jumbo.com/producten/chocomel-protein-300-ml-706968FLS,2025-12-09 16:06:01
Kosso Nutrition Protein Pops Vanille 250g,"€7,49",JA,7.87 g,9.73 g,1.02 g,359.0 kJ,https://www.jumbo.com/producten/kosso-nutrition-protein-pops-vanille-250g-684241DS,2025-12-09 16:06:04
Muscle Meat High Protein Meals High Protein Kipfiletnuggets 400 g,"€6,95",JA,20.2 g,7.7 g,6.6 g,683 Kj/ 163 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-high-protein-kipfiletnuggets-400-g-698690TRA,2025-12-09 16:06:06
Lindahls Protein Kvarg Framboossmaak 450 g,"€2,79",JA,,,,,https://www.jumbo.com/producten/lindahls-protein-kvarg-framboossmaak-450-g-699255POT,2025-12-09 16:06:09
Alpro Protein Tropical 200g,"€2,09",JA,"7,5 g","7,2 g","2,2 g",344 kJ / 82 kcal,https://www.jumbo.com/producten/alpro-protein-tropical-200g-603216CUP,2025-12-09 16:06:11
Chocomel Protein 4 x 300 ml,"€7,56",JA,,,,,https://www.jumbo.com/producten/chocomel-protein-4-x-300-ml-721750STK,2025-12-09 16:06:14
Melkunie Protein Strawberry Flavoured Quark 3x 200 g,"€4,77",JA,,,,,https://www.jumbo.com/producten/melkunie-protein-strawberry-flavoured-quark-3x-200-g-736566STK,2025-12-09 16:06:17
XXL Nutrition Instant Protein Oats Appel Kaneel 1KG,"€18,99",JA,,,,,https://www.jumbo.com/producten/xxl-nutrition-instant-protein-oats-appel-kaneel-1kg-699810ZK,2025-12-09 16:06:19
Nakd. Protein Caramel 3x45g,"€3,71",JA,17.0 g,33.2 g,21.3 g,1762.0 kJ,https://www.jumbo.com/producten/nakd-protein-caramel-3x45g-645666DS,2025-12-09 16:06:22
Jumbo's High Proteïne Tortilla Large 6 Stuks,"€1,99",JA,19.0 g,38.0 g,7.8 g,kJ 1304,https://www.jumbo.com/producten/jumbo-s-high-proteine-tortilla-large-6-stuks-660969ZK,2025-12-09 16:06:25
Coco Vite Eiwit 500 g,"€3,99",JA,10.9 g,0.7 g,0.2 g,201.0 kJ,https://www.jumbo.com/producten/coco-vite-eiwit-500-g-624271PAK,2025-12-09 16:06:27
Optimel Proteïne Drinkyoghurt Aardbei Banaan 0% Vet 1L,"€2,69",JA,,,,,https://www.jumbo.com/producten/optimel-proteine-drinkyoghurt-aardbei-banaan-0-vet-1l-612030PAK,2025-12-09 16:06:30
Bolletje Protein & Low Carb Crackers 4 x 3 Stuks 190 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/bolletje-protein-low-carb-crackers-4-x-3-stuks-190-g-586568DS,2025-12-09 16:06:33
Muscle Meat Proteine Melk 1 L,"€2,95",JA,7.5 g,5.1 g,0.9 g,248 kJ | 59 kcal,https://www.jumbo.com/producten/muscle-meat-proteine-melk-1-l-679641PAK,2025-12-09 16:06:35
HAK Mexicaanse Chili Protein Bowl 555g,"€3,99",JA,6.4 g,10.3 g,2.1 g,393.0 kJ,https://www.jumbo.com/producten/hak-mexicaanse-chili-protein-bowl-555g-648355ZK,2025-12-09 16:06:38
XXL FIT Yoghurt Granola Aardbei 200g,"€1,99",JA,10.0 g,7.4 g,1.5 g,353.0 kJ,https://www.jumbo.com/producten/xxl-fit-yoghurt-granola-aardbei-200g-660840CUP,2025-12-09 16:06:40
Upfront Eiwit Milkshake Mango 330ML,"€2,29",JA,7.7 g,5.4 g,1.5 g,279.0 kJ,https://www.jumbo.com/producten/upfront-eiwit-milkshake-mango-330ml-707453FLS,2025-12-09 16:06:43
Muscle Meat High Protein Meals Kipfilet Chunks Risotto Spinaci Spieropbouw 450 g,"€6,79",JA,10.3 g,12.7 g,4.5 g,553 Kj/ 132 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-risotto-spinaci-spieropbouw-450-g-587176SC,2025-12-09 16:06:46
Muscle Meat High Protein Meals Kipfilet Saté Bami Goreng Spieropbouw 450 g,"€6,79",JA,11.7 g,12.9 g,2.5 g,511 Kj/ 12 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-sate-bami-goreng-spieropbouw-450-g-587173SC,2025-12-09 16:06:48
Muscle Meat High Protein Meals Kipfilet Chunks Tortelloni Ricotta-Spinazie Spieropbouw 450 g,"€6,79",JA,11 g,9.7 g,5.1 g,542 Kj/ 130 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-tortelloni-ricotta-spinazie-spieropbouw-450-g-587177SC,2025-12-09 16:06:51
Muscle Meat High Protein Meals Kipfilet Mexican Style Witte Rijst - Mais Mexicana Spieropbouw 450 g,"€6,79",JA,9 g,19.7 g,3.4 g,578 Kj/ 138 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-mexican-style-witte-rijst-mais-mexicana-spieropbouw-450-g-587175SC,2025-12-09 16:06:53
Muscle Meat High Protein Meals Rundergehakt Taco Mezze Penne - Ratatouille Spieropbouw 450 g,"€6,79",JA,9.3 g,14.1 g,5.2 g,569 Kj/ 136 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-rundergehakt-taco-mezze-penne-ratatouille-spieropbouw-450-g-619650TRA,2025-12-09 16:06:56
Muscle Meat High Protein Meals Kip Döner Kebab Aardappelgratin - Snijbonen Spieropbouw 450 g,"€6,79",JA,9.4 g,7.4 g,7.5 g,578 Kj/ 138 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kip-doner-kebab-aardappelgratin-snijbonen-spieropbouw-450-g-619651TRA,2025-12-09 16:06:59
Muscle Meat High Protein Meals Kipfilet Chunks Risotto Fungi 450 g,"€6,79",JA,11.2 g,7.9 g,7.2 g,600 Kj/ 143 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-risotto-fungi-450-g-678897TRA,2025-12-09 16:07:01
Muscle Meat High Protein Meals Kipfilet Paprika Chili Tuinerwten - Macaroni Kaas Spieropbouw 450 g,"€6,79",JA,11.8 g,10.6 g,2.9 g,498 Kj/ 119 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-paprika-chili-tuinerwten-macaroni-kaas-spieropbouw-450-g-587172SC,2025-12-09 16:07:04
Muscle Meat High Protein Meals Kipfilet Chunks Gnocchi met Gegrilde Groenten 450 g,"€6,79",JA,10.3 g,12.3 g,5.5 g,590 Kj/ 141 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-gnocchi-met-gegrilde-groenten-450-g-686523TRA,2025-12-09 16:07:07
Muscle Meat High Protein Meals Kipfilet Chunks Base Nasi Goreng Spieropbouw 450g,"€6,79",JA,10.8 g,10.8 g,2.5 g,437 Kj/ 104 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-base-nasi-goreng-spieropbouw-450g-698644TRA,2025-12-09 16:07:09
Muscle Meat High Protein Meals Kipfilet Piri Piri Mediterraanse Gratin Spieropbouw 450 g,"€6,79",JA,10.1g,6.3g,3.3g,410Kj/ 98 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-piri-piri-mediterraanse-gratin-spieropbouw-450-g-678836TRA,2025-12-09 16:07:12
Muscle Meat High Protein Meals Kipfilet Chunks Penne - Spinazie Mediterranea 500 g,"€6,79",JA,9.8 g,11.7 g,2.8 g,482 Kj/ 115 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-penne-spinazie-mediterranea-500-g-686522TRA,2025-12-09 16:07:14
Muscle Meat High Protein Meals Kipfilet Teriyaki China Mix - Bruine Rijst 450 g,"€6,79",JA,8.9 g,9.7 g,1.1 g,358 Kj/ 87 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-teriyaki-china-mix-bruine-rijst-450-g-587174SC,2025-12-09 16:07:17
Muscle Meat High Protein Meals Kipfilet Chunks Oriental Rijstmix 450 g,"€6,79",JA,9.3 g,9.3 g,2.8 g,427 Kj/ 102 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-chunks-oriental-rijstmix-450-g-686524TRA,2025-12-09 16:07:19
Muscle Meat High Protein Meals Kipfilet Piri Piri Mexico Mix - Z. Aardappelpuree 450 g,"€6,79",JA,6.4 g,12 g,1 g,367 Kj/ 88 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-piri-piri-mexico-mix-z-aardappelpuree-450-g-587139SC,2025-12-09 16:07:22
Muscle Meat High Protein Meals Kipfilet Paprika Chili Gnocchi Gratin Spieropbouw 450 g,"€6,79",JA,10.6 g,12 g,5.3 g,581 Kj/ 139 Kcal,https://www.jumbo.com/producten/muscle-meat-high-protein-meals-kipfilet-paprika-chili-gnocchi-gratin-spieropbouw-450-g-698691TRA,2025-12-09 16:07:24
Jumbo's Kip Bali Stijl met Groenten en Cashewnoten Proteïnerijk 475 g,"€6,49",JA,8.9 g,13.2 g,5.9 g,kJ 608 / kcal 145,https://www.jumbo.com/producten/jumbo-s-kip-bali-stijl-met-groenten-en-cashewnoten-proteinerijk-475-g-640494TRA,2025-12-09 16:07:27
HAK Linzencurry Protein Bowl 555g,"€3,99",JA,6.3 g,6.7 g,1.7 g,319.0 kJ,https://www.jumbo.com/producten/hak-linzencurry-protein-bowl-555g-648354ZK,2025-12-09 16:07:29
HAK Jackfruit Rendang Protein Bowl 555g,"€3,99",JA,6.4 g,8.2 g,2.8 g,388.0 kJ,https://www.jumbo.com/producten/hak-jackfruit-rendang-protein-bowl-555g-648357ZK,2025-12-09 16:07:32
HAK Kikkererwten Tajine Protein Bowl 555g,"€3,99",JA,6.3 g,9.0 g,2.8 g,393.0 kJ,https://www.jumbo.com/producten/hak-kikkererwten-tajine-protein-bowl-555g-648356ZK,2025-12-09 16:07:35
John West Protein Bowl Tonijn Bonen MSC 220 g,"€3,95",JA,13.0 g,8.0 g,6.6 g,635.0 kJ,https://www.jumbo.com/producten/john-west-protein-bowl-tonijn-bonen-msc-220-g-648623DS,2025-12-09 16:07:37
John West Protein Bowl Tonijn Quinoa MSC 220 g,"€3,95",JA,13.0 g,7.3 g,8.2 g,677.0 kJ,https://www.jumbo.com/producten/john-west-protein-bowl-tonijn-quinoa-msc-220-g-648589DS,2025-12-09 16:07:40
"Sam Mills Glutenvrije Fusilli van kikkererwten en gele erwten, eiwitrijk en glutenvrij 250g","€3,69",JA,40g,43g,2.8g,1556kJ / 368kcal,https://www.jumbo.com/producten/sam-mills-glutenvrije-fusilli-van-kikkererwten-en-gele-erwten-eiwitrijk-en-glutenvrij-250g-701325ZK,2025-12-09 16:07:42
"Sam Mills Penne van rode linzen & gele erwten, eiwitrijk en glutenvrij 250g","€3,69",JA,40g,45g,1.2g,1525kJ / 360kcal,https://www.jumbo.com/producten/sam-mills-penne-van-rode-linzen-gele-erwten-eiwitrijk-en-glutenvrij-250g-701324STK,2025-12-09 16:07:45
Jumbo Crackers High Protein met Pompoenpitten en Zonnebloempitten 8 Stuks,"€2,29",JA,30.8 g,13.8 g,28.0 g,kJ 1941,https://www.jumbo.com/producten/jumbo-crackers-high-protein-met-pompoenpitten-en-zonnebloempitten-8-stuks-660871ZK,2025-12-09 16:07:47
Bolletje Proteïne Knäckebröd 22% Eiwit 4 x 4 Stuks 255 g,"€2,12",JA,,,,,https://www.jumbo.com/producten/bolletje-proteine-knackebrod-22-eiwit-4-x-4-stuks-255-g-575273DS,2025-12-09 16:07:50
TastyBasics Low Carb - High Protein Cracker Zonnebloem,"€3,09",JA,35 g,14 g,26 g,1876 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-cracker-zonnebloem-565462ZK,2025-12-09 16:07:52
TastyBasics Low Carb - High Protein Cracker Maanzaad,"€3,26",JA,36 g,12 g,29 g,1962 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-cracker-maanzaad-618595ZK,2025-12-09 16:07:55
Wasa Protein Wheat Knackebrod 200g,"€2,37",JA,,,,,https://www.jumbo.com/producten/wasa-protein-wheat-knackebrod-200g-691881ZK,2025-12-09 16:07:57
TastyBasics Low Carb - High Protein Cracker Meerzaden,"€3,09",JA,36 g,15 g,30 g,2072 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-cracker-meerzaden-565463ZK,2025-12-09 16:08:00
BitesWeLove protein puff paprika bio 75g,"€2,39",JA,20.0 g,48.0 g,12.0 g,1643.0 kJ,https://www.jumbo.com/producten/biteswelove-protein-puff-paprika-bio-75g-711863ZK,2025-12-09 16:08:02
BitesWeLove Protein Puff Zout & Peper BIO 75g,"€2,39",JA,22.0 g,48.0 g,11.0 g,1612.0 kJ,https://www.jumbo.com/producten/biteswelove-protein-puff-zout-peper-bio-75g-711862ZK,2025-12-09 16:08:05
BitesWeLove Protein Puffs Vegan Cheese 75g,"€2,39",JA,21.0 g,49.0 g,9.2 g,1585.0 kJ,https://www.jumbo.com/producten/biteswelove-protein-puffs-vegan-cheese-75g-711864ZK,2025-12-09 16:08:07
Grenade Proteïne Reep Chocolate Chip Salted Caramel 2x60g,"€5,52",JA,,,,,https://www.jumbo.com/producten/grenade-proteine-reep-chocolate-chip-salted-caramel-2x60g-725148STK,2025-12-09 16:08:10
Nakd. Protein Cocoa Hazelnut 3x45g,"€3,75",JA,16.1 g,32.6 g,21.7 g,1754.0 kJ,https://www.jumbo.com/producten/nakd-protein-cocoa-hazelnut-3x45g-645667DS,2025-12-09 16:08:12
HiPRO Protein Drink Vanille Cookies 6 x 300 ml,"€14,94",JA,8.3 g,5.5 g,0.5 g,252.0 kJ,https://www.jumbo.com/producten/hipro-protein-drink-vanille-cookies-6-x-300-ml-433887DSL,2025-12-09 16:08:15
Nxt Level Proteine Caramel Cookie Bar 55g,"€2,47",JA,36.0 g,27.0 g,14.0 g,1516.0 kJ,https://www.jumbo.com/producten/nxt-level-proteine-caramel-cookie-bar-55g-638342PAK,2025-12-09 16:08:17
Killerbody Protein Pancakes 225 g,"€2,49",JA,25.5 g,60.0 g,1.8 g,1474.0 kJ,https://www.jumbo.com/producten/killerbody-protein-pancakes-225-g-458510DS,2025-12-09 16:08:20
Fitmeals High Protein Pancakes Naturel 160g,"€2,99",JA,13.8 g,29.0 g,7.4 g,995.0 kJ,https://www.jumbo.com/producten/fitmeals-high-protein-pancakes-naturel-160g-612700DS,2025-12-09 16:08:22
Fitmeals  High Protein Pancakes Cacao 160g,"€2,89",JA,13.0 g,32.7 g,7.7 g,1055.0 kJ,https://www.jumbo.com/producten/fitmeals-high-protein-pancakes-cacao-160g-612701DS,2025-12-09 16:08:25
Koopmans Schudfles pannenkoeken proteïne 175 g,"€2,96",JA,,,,,https://www.jumbo.com/producten/koopmans-schudfles-pannenkoeken-proteine-175-g-310229FLS,2025-12-09 16:08:27
Smaakt Bio Proteïne Brood 250 g,"€3,09",JA,21 g,16 g,10 g,1073 kJ / 257 kcal,https://www.jumbo.com/producten/smaakt-bio-proteine-brood-250-g-710746ZK,2025-12-09 16:08:30
TastyBasics Low Carb - High Protein Granola Noten,"€3,87",JA,28 g,18 g,28 g,1969 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-granola-noten-419500DS,2025-12-09 16:08:32
Holie's Granola Protein Crunch 350g,"€3,87",JA,20.0 g,30.0 g,24.0 g,1852.0 kJ,https://www.jumbo.com/producten/holie-s-granola-protein-crunch-350g-493509ZK,2025-12-09 16:08:35
Holie's Crunchy Muesli Protein Chocolate 400g,"€4,15",JA,22.0 g,38.0 g,16.0 g,1792.0 kJ,https://www.jumbo.com/producten/holie-s-crunchy-muesli-protein-chocolate-400g-625095DS,2025-12-09 16:08:38
Holie's Crunchy Muesli Protein 400g,"€4,15",JA,23.0 g,36.0 g,20.0 g,1877.0 kJ,https://www.jumbo.com/producten/holie-s-crunchy-muesli-protein-400g-606354DS,2025-12-09 16:08:40
TastyBasics Low Carb - High Protein Granola Naturel,"€3,77",JA,32 g,21 g,16 g,1649 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-granola-naturel-416938DS,2025-12-09 16:08:43
TastyBasics Low Carb - High Protein Granola Choco Noten,"€3,95",JA,21 g,27 g,20 g,1764 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-granola-choco-noten-646903DS,2025-12-09 16:08:45
"Holie's Granola Protein Crunch Hazelnuts, Almonds & Seeds 6 x 350 g","€22,99",JA,20.0 g,30.0 g,24.0 g,1852.0 kJ,https://www.jumbo.com/producten/holie-s-granola-protein-crunch-hazelnuts-almonds-seeds-6-x-350-g-493509DSL,2025-12-09 16:08:48
TastyBasics Low Carb - High Protein Granola Aardbei,"€3,95",JA,31 g,24 g,15 g,1677 kJ,https://www.jumbo.com/producten/tastybasics-low-carb-high-protein-granola-aardbei-676487DS,2025-12-09 16:08:50
Holie's Crunchy Muesli Protein Speculaas 400g,"€4,15",JA,22.0 g,38.0 g,17.0 g,1823.0 kJ,https://www.jumbo.com/producten/holie-s-crunchy-muesli-protein-speculaas-400g-676006DS,2025-12-09 16:08:53
Holie's Crunchy Muesli Protein Peanut Butter 400 g,"€4,15",JA,25 g,32 g,23 g,1944 kJ / 466 kcal,https://www.jumbo.com/producten/holie-s-crunchy-muesli-protein-peanut-butter-400-g-676007DS,2025-12-09 16:08:55
Holie's Granola Protein Peanut Butter 350g,"€3,95",JA,20 g,27 g,28 g,1944 kJ / 467 kcal,https://www.jumbo.com/producten/holie-s-granola-protein-peanut-butter-350g-674151ZK,2025-12-09 16:08:58
Holie's Crunchy Muesli Protein Coconut Cacao 400 g,"€4,15",JA,22 g,38 g,17 g,1813 kJ / 434 kcal,https://www.jumbo.com/producten/holie-s-crunchy-muesli-protein-coconut-cacao-400-g-676309DS,2025-12-09 16:09:00
Holie's Gluten Free Granola Protein Nuts 330 g,"€4,19",JA,22 g,28 g,25 g,1865 kJ / 455 kcal,https://www.jumbo.com/producten/holie-s-gluten-free-granola-protein-nuts-330-g-710419ZK,2025-12-09 16:09:03
Campina Magere Milde Kwark 'n met Vleugje Aardbei & Granola 225 g,"€1,69",JA,,,,,https://www.jumbo.com/producten/campina-magere-milde-kwark-n-met-vleugje-aardbei-granola-225-g-678561CUP,2025-12-09 16:09:05
Campina Magere Milde Kwark met 'n Vleugje Vanille & Granola 225 g,"€1,69",JA,,,,,https://www.jumbo.com/producten/campina-magere-milde-kwark-met-n-vleugje-vanille-granola-225-g-678560CUP,2025-12-09 16:09:08
Jumbo Granola Proteïne 325 g,"€2,64",JA,"20,8 g","49,0 g","12,2 g",kJ 1742,https://www.jumbo.com/producten/jumbo-granola-proteine-325-g-627805ZK,2025-12-09 16:09:11
Bolletje Krokante Proteïne Muesli 360 g,"€3,65",JA,,,,,https://www.jumbo.com/producten/bolletje-krokante-proteine-muesli-360-g-623923DS,2025-12-09 16:09:13
XXL FIT Yoghurt Granola Vanille 200g,"€1,99",JA,10.0 g,7.1 g,1.5 g,348.0 kJ,https://www.jumbo.com/producten/xxl-fit-yoghurt-granola-vanille-200g-660843CUP,2025-12-09 16:09:16
Jumbo Havermout Proteïne 500 g,"€2,81",JA,19.7 g,49.2 g,10.7 g,kJ 1645 / kcal 391,https://www.jumbo.com/producten/jumbo-havermout-proteine-500-g-709788DS,2025-12-09 16:09:19
Quaker Oats Express Havermout Proteine Naturel 302 gr,"€3,46",JA,22 g,53 g,7.6 g,1614 kJ,https://www.jumbo.com/producten/quaker-oats-express-havermout-proteine-naturel-302-gr-269996STK,2025-12-09 16:09:21
Zonnatura Bio Muesli Proteïne Bessen en Zaden 375 g,"€2,96",JA,21g,41g,12g,1602 kJ/382 kcal,https://www.jumbo.com/producten/zonnatura-bio-muesli-proteine-bessen-en-zaden-375-g-490993ZK,2025-12-09 16:09:24
Raw Organic Food Proteïne Haverpap 350 g,"€2,99",JA,20 g,49 g,13 g,1641 kJ/,https://www.jumbo.com/producten/raw-organic-food-proteine-haverpap-350-g-661067ZK,2025-12-09 16:09:26
Optimel Proteïne Drinkyoghurt Perzik Peer 0% Vet 1L,"€2,69",JA,,,,,https://www.jumbo.com/producten/optimel-proteine-drinkyoghurt-perzik-peer-0-vet-1l-612031PAK,2025-12-09 16:09:29
Jumbo Skyr IJslandse Stijl Naturel 1 kg,"€3,35",JA,11.0 g,4.0 g,0.2 g,kJ 262,https://www.jumbo.com/producten/jumbo-skyr-ijslandse-stijl-naturel-1-kg-629423CUP,2025-12-09 16:09:31
Danone Skyr Naturel High Protein 0% Vet 450 g,"€1,99",JA,9.0 g,3.4 g,0.1 g,261.0 kJ,https://www.jumbo.com/producten/danone-skyr-naturel-high-protein-0-vet-450-g-697181STK,2025-12-09 16:09:34
Ehrmann High Protein Vanilla Mousse 200 g,"€2,19",JA,,,,322kJ/76kcal,https://www.jumbo.com/producten/ehrmann-high-protein-vanilla-mousse-200-g-576943CUP,2025-12-09 16:09:36
Optimel Magere Kwark met Magere Yoghurt Stracciatella Smaak 0% Vet 500g,"€2,59",JA,6.9 g,3.7 g,- g,222 kJ / 52 kcal,https://www.jumbo.com/producten/optimel-magere-kwark-met-magere-yoghurt-stracciatella-smaak-0-vet-500g-421722CUP,2025-12-09 16:09:39
Danio Romige Kwark Perzik 450 g,"€2,99",JA,,,,,https://www.jumbo.com/producten/danio-romige-kwark-perzik-450-g-692581BKR,2025-12-09 16:09:42
Lindahls Protein Mango-Passievruchtsmaak 450 g,"€2,79",JA,,,,,https://www.jumbo.com/producten/lindahls-protein-mango-passievruchtsmaak-450-g-699256POT,2025-12-09 16:09:44
Lindahls Protein Kvarg Vanillesmaak 450 g,"€2,79",JA,,,,,https://www.jumbo.com/producten/lindahls-protein-kvarg-vanillesmaak-450-g-699253POT,2025-12-09 16:09:47
HiPRO Protein Skyr Stijl Stracciatella 160 g,"€1,49",JA,,,,,https://www.jumbo.com/producten/hipro-protein-skyr-stijl-stracciatella-160-g-578147CUP,2025-12-09 16:09:49
Melkunie Protein Vanilla Quark 200 g,"€1,49",JA,10.0 g,6.9 g,0.2 g,312.0 kJ,https://www.jumbo.com/producten/melkunie-protein-vanilla-quark-200-g-593943CUP,2025-12-09 16:09:52
Lindahls Protein Kvarg Stracciatella 450 g,"€2,79",JA,,,,,https://www.jumbo.com/producten/lindahls-protein-kvarg-stracciatella-450-g-699254POT,2025-12-09 16:09:54
Optimel Proteïne Yoghurt Bosbes Vanillesmaak 0% Vet 450g,"€2,49",JA,,,,,https://www.jumbo.com/producten/optimel-proteine-yoghurt-bosbes-vanillesmaak-0-vet-450g-612027CUP,2025-12-09 16:09:57
Bolletje Goed Bezig! 22% Proteïne 9 Stuks 200 g,"€2,47",JA,22 g,45 g,1.8 g,1840 kJ,https://www.jumbo.com/producten/bolletje-goed-bezig-22-proteine-9-stuks-200-g-636180DS,2025-12-09 16:10:00
Optimel Proteïne Extra Drinkyoghurt Mango Sinaasappel 0% Vet 330ML,"€1,89",JA,6.1 g,4.4 g,0 g,213kJ/50kcal,https://www.jumbo.com/producten/optimel-proteine-extra-drinkyoghurt-mango-sinaasappel-0-vet-330ml-715100FLS,2025-12-09 16:10:02
Jumbo's Pindakaas Proteïne 350 g,"€2,99",JA,33.0 g,11.0 g,46.0 g,kJ 2530,https://www.jumbo.com/producten/jumbo-s-pindakaas-proteine-350-g-669292POT,2025-12-09 16:10:05
Ísey Skyr Lactose Free Aardbei-Witte Chocolade 400 g,"€2,99",JA,8.5 g,4.3 g,3.7 g,354 kJ/85 kcal,https://www.jumbo.com/producten/isey-skyr-lactose-free-aardbei-witte-chocolade-400-g-456491CUP,2025-12-09 16:10:07
